id,company,city,tools,position,description,content
484,PT Selaras Kinerja Muda,Jakarta Selatan,Oracle,Other,"We’re looking for a Technical Analyst (Oracle EBS) to ensure our database systems run smoothly, efficiently, and securely. You will optimize, troubleshoot, and maintain databases while collaborating closely with developers to deliver high-performance solutions. What You’ll Do: Configure and maintain servers for stable and reliable databases Assist developers with query tuning and optimization Perform indexing and reindexing of database tables Troubleshoot and resolve issues in real-time Manage database replication and recovery processes Conduct routine maintenance and daily backups What We’re Looking For: Bachelor’s degree in IT, Computer Science, or Engineering (preferred) 3–5 years of experience in database administration, especially Oracle EBS Strong knowledge of database performance tuning and optimization Proven experience in troubleshooting and problem-solving Detail-oriented with excellent analytical skills Legal permit to work in Indonesia Fluent in Bahasa Indonesia and English","technical analyst – oracle ebs jakarta selatan oracle computer science, engineering other we’re looking for a technical analyst (oracle ebs) to ensure our database systems run smoothly, efficiently, and securely. you will optimize, troubleshoot, and maintain databases while collaborating closely with developers to deliver high-performance solutions. what you’ll do: configure and maintain servers for stable and reliable databases assist developers with query tuning and optimization perform indexing and reindexing of database tables troubleshoot and resolve issues in real-time manage database replication and recovery processes conduct routine maintenance and daily backups what we’re looking for: bachelor’s degree in it, computer science, or engineering (preferred) 3–5 years of experience in database administration, especially oracle ebs strong knowledge of database performance tuning and optimization proven experience in troubleshooting and problem-solving detail-oriented with excellent analytical skills legal permit to work in indonesia fluent in bahasa indonesia and english"
485,Pengiklan Anonim,Jakarta Lainnya,Tidak ada tools spesifik,Data & Technology,"As a System Analyst Intern, you will support the consulting team in the implementation process with responsibilities including: Assisting in gathering and analyzing business requirements from clients Preparing system requirement documentation (requirement gathering, flowcharts, simple use cases). Supporting the preparation of solution designs (business process mapping, simple mockups). Coordinating with the development team to ensure business requirements are accommodated. Assisting in User Acceptance Testing (UAT) with clients. Preparing progress reports and documenting meeting results Create diagrams and specifications to support the development team. Collaborate with consultants and developers during implementation projects.","internship system analyst jakarta lainnya tidak ada tools spesifik jurusan lainnya data & technology as a system analyst intern, you will support the consulting team in the implementation process with responsibilities including: assisting in gathering and analyzing business requirements from clients preparing system requirement documentation (requirement gathering, flowcharts, simple use cases). supporting the preparation of solution designs (business process mapping, simple mockups). coordinating with the development team to ensure business requirements are accommodated. assisting in user acceptance testing (uat) with clients. preparing progress reports and documenting meeting results create diagrams and specifications to support the development team. collaborate with consultants and developers during implementation projects."
486,PT Hino Finance Indonesia,Palembang,Tidak ada tools spesifik,Data & Technology,"Responsibilities: Analyze all financial data for lease application proposal and check the validity & accuracy of customers data (minimum 5 C's of Credit), including counting financial ratios Provide recommended terms and conditions for the lease application Qualification: Bachelor's degree, preferably in Economics or Industrial Engineering Fresh graduate or max 2 years experience Strong analytical thinking Have interest working with numbers, financial statments or other financial data Good communication and presentation skills Excellent problem-solving skills Good in English (Writing & Speaking)","credit analyst - palembang palembang tidak ada tools spesifik jurusan lainnya data & technology responsibilities: analyze all financial data for lease application proposal and check the validity & accuracy of customers data (minimum 5 c's of credit), including counting financial ratios provide recommended terms and conditions for the lease application qualification: bachelor's degree, preferably in economics or industrial engineering fresh graduate or max 2 years experience strong analytical thinking have interest working with numbers, financial statments or other financial data good communication and presentation skills excellent problem-solving skills good in english (writing & speaking)"
487,PT Sinergi Daya Mitra,Jakarta Lainnya,"API, SQL",Data & Technology,"About the role This is an exciting opportunity to join PT Sinergi Daya Mitra as an IT System Analyst on a 6-month project placement with our client in the banking industry, based in Jakarta. As an IT System Analyst, you will play a crucial role in analysing and optimising information technology systems to support strategic objectives. What we're looking for Bachelor’s degree in Computer Science, IT, Engineering, or related field. Good English communication skills. 5+ years as System Analyst (system integration); banking project experience a plus. Proficient in SDLC, middleware, APIs, ETL, .NET, MS SQL. Familiar with security and regulatory standards for financial systems. Strong analysis, troubleshooting, and documentation skills. Strong communication, analytical, and problem-solving abilities; able to manage multiple priorities. About us PT Sinergi Daya Mitra' is a leading provider of information technology solutions and services in Indonesia. With a strong focus on innovation and customer satisfaction, we strive to empower our clients with cutting-edge technology and expertise. Our talented team of professionals is dedicated to driving digital transformation and delivering exceptional value to our customers. Apply now to join our dynamic team and be a part of our continued success.","it system analyst jakarta lainnya api, sql computer science, engineering data & technology about the role this is an exciting opportunity to join pt sinergi daya mitra as an it system analyst on a 6-month project placement with our client in the banking industry, based in jakarta. as an it system analyst, you will play a crucial role in analysing and optimising information technology systems to support strategic objectives. what we're looking for bachelor’s degree in computer science, it, engineering, or related field. good english communication skills. 5+ years as system analyst (system integration); banking project experience a plus. proficient in sdlc, middleware, apis, etl, .net, ms sql. familiar with security and regulatory standards for financial systems. strong analysis, troubleshooting, and documentation skills. strong communication, analytical, and problem-solving abilities; able to manage multiple priorities. about us pt sinergi daya mitra' is a leading provider of information technology solutions and services in indonesia. with a strong focus on innovation and customer satisfaction, we strive to empower our clients with cutting-edge technology and expertise. our talented team of professionals is dedicated to driving digital transformation and delivering exceptional value to our customers. apply now to join our dynamic team and be a part of our continued success."
488,PT Mitra Prodin,Jembrana,"Oracle, Excel",Finance & Risk,"ESSENTIAL DUTIES & RESPONSIBILITIES Support the implementation of standard costing methodologies in the plant. Collect, consolidate, and validate cost data from production, materials, labor, and overhead. Assist in the preparation of plant-level cost budgets and forecasts. Perform cost variance analysis between actual and standard costs, and highlight key findings. Ensure accuracy and compliance with corporate cost accounting policies and procedures. Prepare cost reports and provide insights to support decision-making at the plant level. Coordinate with the Plant Control Unit and Corporate Cost Accounting team to align reporting standards. QUALIFICATIONS Bachelor’s degree in Accounting, Finance, or a related field. Minimum 2–3 years of experience in cost accounting, preferably in a manufacturing environment. Strong knowledge of standard costing, variance analysis, and cost reporting. Proficiency in ERP systems and Microsoft Excel (experience with SAP/Oracle is a plus). Good understanding of manufacturing processes and cost drivers. Detail-oriented with strong analytical and problem-solving skills. Willing to be placed in Jembrana .","cost accounting analyst jembrana oracle, excel accounting, finance finance & risk essential duties & responsibilities support the implementation of standard costing methodologies in the plant. collect, consolidate, and validate cost data from production, materials, labor, and overhead. assist in the preparation of plant-level cost budgets and forecasts. perform cost variance analysis between actual and standard costs, and highlight key findings. ensure accuracy and compliance with corporate cost accounting policies and procedures. prepare cost reports and provide insights to support decision-making at the plant level. coordinate with the plant control unit and corporate cost accounting team to align reporting standards. qualifications bachelor’s degree in accounting, finance, or a related field. minimum 2–3 years of experience in cost accounting, preferably in a manufacturing environment. strong knowledge of standard costing, variance analysis, and cost reporting. proficiency in erp systems and microsoft excel (experience with sap/oracle is a plus). good understanding of manufacturing processes and cost drivers. detail-oriented with strong analytical and problem-solving skills. willing to be placed in jembrana ."
489,ESR Group,Jakarta Pusat,Excel,Other,"Position: Analyst/Senior Analyst Location: Jakarta Department: Asset Management Key Responsibilities : Analyze financial data and create financial models for decision support. Prepare monthly, quarterly, and annual financial reports. Monitor and report on financial performance, identifying trends and variances. Assist in budgeting and forecasting processes. Provide financial insights and recommendations to management. Collaborate with other departments to gather and analyze financial information. Ensure compliance with financial regulations and standards. Manage corporate rates and agreements with external partners. Negotiate special pricing and exclusive deals for the company. Coordinate with various stakeholders to ensure the best financial outcomes for the company. Support project-level budgeting and forecasting processes, analyzing revenue drivers, development costs, and capital expenditure across the investment lifecycle. Oversee project-level cash flow management to ensure liquidity, financing coverage, and efficient capital deployment. Support the structuring and securing of construction loans, refinancing, or other financing solutions by preparing financial models, assisting with documentation, and coordinating with banks and capital partners. Track project milestones, financial covenants, and risk metrics, ensuring timely communication to senior stakeholders and investors. Requirements A bachelor’s degree in finance, accounting, or a related field. At least 3-5 years of proven working experience as a Finance Analyst or Investment Analyst. Strong analytical and problem-solving skills. Proficiency in financial modeling and analysis. Excellent knowledge of MS Excel and financial software. Strong attention to detail and accuracy. Good communication and interpersonal skills. Self-starter, highly driven, with the ability to manage multiple projects and deadlines Strong understanding of Indonesian regulatory frameworks, real estate transaction processes, and local market dynamics. Preferred experience with one of the Big 4 accounting firms (Deloitte, PwC, EY, KPMG). Professional certification (e.g., CFA, CPA) is a plus. Experience with ERP systems.","analyst/senior analyst, asset management jakarta pusat excel accounting, finance other position: analyst/senior analyst location: jakarta department: asset management key responsibilities : analyze financial data and create financial models for decision support. prepare monthly, quarterly, and annual financial reports. monitor and report on financial performance, identifying trends and variances. assist in budgeting and forecasting processes. provide financial insights and recommendations to management. collaborate with other departments to gather and analyze financial information. ensure compliance with financial regulations and standards. manage corporate rates and agreements with external partners. negotiate special pricing and exclusive deals for the company. coordinate with various stakeholders to ensure the best financial outcomes for the company. support project-level budgeting and forecasting processes, analyzing revenue drivers, development costs, and capital expenditure across the investment lifecycle. oversee project-level cash flow management to ensure liquidity, financing coverage, and efficient capital deployment. support the structuring and securing of construction loans, refinancing, or other financing solutions by preparing financial models, assisting with documentation, and coordinating with banks and capital partners. track project milestones, financial covenants, and risk metrics, ensuring timely communication to senior stakeholders and investors. requirements a bachelor’s degree in finance, accounting, or a related field. at least 3-5 years of proven working experience as a finance analyst or investment analyst. strong analytical and problem-solving skills. proficiency in financial modeling and analysis. excellent knowledge of ms excel and financial software. strong attention to detail and accuracy. good communication and interpersonal skills. self-starter, highly driven, with the ability to manage multiple projects and deadlines strong understanding of indonesian regulatory frameworks, real estate transaction processes, and local market dynamics. preferred experience with one of the big 4 accounting firms (deloitte, pwc, ey, kpmg). professional certification (e.g., cfa, cpa) is a plus. experience with erp systems."
490,PT Yayasan utama kasih,Jakarta Pusat,Tidak ada tools spesifik,Data & Technology,Bersedia bekerja secara shift Memiliki semangat belajar Memiliki kemampuan komunikasi yang baik Berpenampilan  rapi Mampu beradaptasi dengan lingkungan dan sistem perusahaan,system analyst tech i jakarta pusat tidak ada tools spesifik jurusan lainnya data & technology bersedia bekerja secara shift memiliki semangat belajar memiliki kemampuan komunikasi yang baik berpenampilan rapi mampu beradaptasi dengan lingkungan dan sistem perusahaan
492,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Lainnya,"API, SQL",Data & Technology,"Placement: Banking Industry Location: Rasuna Said, Jakarta Selatan Duration: PKWT - 6 Bulan Kualifikasi: Pendidikan: S1 di bidang Computer Science, Information Technology, Engineering, atau bidang terkait. Fasih berkomunikasi dalam bahasa Inggris (lisan & tulisan), karena akan berkoordinasi dengan tim lokal dan regional. Pengalaman: Minimal 5 tahun pengalaman sebagai System Analys t, lebih disukai yang pernah menangani project sistem integrasi. Pengalaman dalam project pengembangan software di industri perbankan menjadi nilai tambah. Hard Skills: Memiliki pengalaman dalam middleware, integrasi API, proses ETL, dan tools data transformation. Memahami System Development Life Cycle (SDLC) serta metodologi Agile/Waterfall. Menguasai pengembangan web dan pemrograman database menggunakan .NET dan MS SQL. Familiar dengan standar keamanan dan regulasi pengembangan sistem di industri keuangan. Memiliki kemampuan strong system impact analysis dan troubleshooting. Soft Skills: Kemampuan komunikasi dan koordinasi yang baik. Mampu membuat dokumentasi teknis sistem dalam bahasa Inggris. Berpikir analitis dan memiliki problem-solving mindset. Detail-oriented, fokus pada proses dan dokumentasi. Mampu bekerja di bawah tekanan dan menangani banyak prioritas. Job Description: Melakukan analisis kebutuhan sistem, perencanaan, dan integrasi berbagai sistem enterprise dalam project penting perusahaan. Menjadi penghubung antara kebutuhan bisnis dan solusi teknis, memastikan integrasi antar sistem berjalan mulus dengan menjaga performa, integritas data, dan skalabilitas. Bekerja sama dengan berbagai tim lintas fungsi termasuk tim regional/global untuk memastikan solusi yang diusulkan sesuai dengan kebutuhan dan standar perusahaan. Membuat dan mengelola dokumentasi teknis sistem, alur integrasi, serta spesifikasi fungsional dan non-fungsional. Menganalisis dampak sistem (system impact analysis) serta melakukan troubleshooting terhadap isu teknis yang kompleks. Berkontribusi dalam proses peningkatan sistem, standardisasi, dan best practice dalam pengembangan dan integrasi sistem.","system analyst (senior) - banking jakarta lainnya api, sql computer science, engineering, information technology data & technology placement: banking industry location: rasuna said, jakarta selatan duration: pkwt - 6 bulan kualifikasi: pendidikan: s1 di bidang computer science, information technology, engineering, atau bidang terkait. fasih berkomunikasi dalam bahasa inggris (lisan & tulisan), karena akan berkoordinasi dengan tim lokal dan regional. pengalaman: minimal 5 tahun pengalaman sebagai system analys t, lebih disukai yang pernah menangani project sistem integrasi. pengalaman dalam project pengembangan software di industri perbankan menjadi nilai tambah. hard skills: memiliki pengalaman dalam middleware, integrasi api, proses etl, dan tools data transformation. memahami system development life cycle (sdlc) serta metodologi agile/waterfall. menguasai pengembangan web dan pemrograman database menggunakan .net dan ms sql. familiar dengan standar keamanan dan regulasi pengembangan sistem di industri keuangan. memiliki kemampuan strong system impact analysis dan troubleshooting. soft skills: kemampuan komunikasi dan koordinasi yang baik. mampu membuat dokumentasi teknis sistem dalam bahasa inggris. berpikir analitis dan memiliki problem-solving mindset. detail-oriented, fokus pada proses dan dokumentasi. mampu bekerja di bawah tekanan dan menangani banyak prioritas. job description: melakukan analisis kebutuhan sistem, perencanaan, dan integrasi berbagai sistem enterprise dalam project penting perusahaan. menjadi penghubung antara kebutuhan bisnis dan solusi teknis, memastikan integrasi antar sistem berjalan mulus dengan menjaga performa, integritas data, dan skalabilitas. bekerja sama dengan berbagai tim lintas fungsi termasuk tim regional/global untuk memastikan solusi yang diusulkan sesuai dengan kebutuhan dan standar perusahaan. membuat dan mengelola dokumentasi teknis sistem, alur integrasi, serta spesifikasi fungsional dan non-fungsional. menganalisis dampak sistem (system impact analysis) serta melakukan troubleshooting terhadap isu teknis yang kompleks. berkontribusi dalam proses peningkatan sistem, standardisasi, dan best practice dalam pengembangan dan integrasi sistem."
493,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Depok,Tidak ada tools spesifik,Data & Technology,"Full requirment : 1. Pengalaman implementasi ERP Finance & Accounting (project end to end), minimal 3 tahun 2. Paham desain dan relasi antar database pada transaksi keuangan 3. Sertifikasi Dynamics 365 (misalnya MB-310: Microsoft Dynamics 365 Finance) jadi nilai tambah 4. Familiar dalam konfigurasi modul finance dan accounting 5. Pengalaman integrasi dengan modul lain (Procurement, Sales, Inventory, Project Management). 6. Mengerti end-to-end process: dari transaksi harian → closing → reporting (P&L, Balance Sheet, Cash Flow) 7. Paham tax compliance (PPh, PPN, withholding tax) sesuai regulasi Indonesia 8. Berpengalaman dalam financial consolidation & multi-currency Jobdesk : 1. Pengalaman implementasi ERP Finance & Accounting (project end to end), minimal 3 tahun 2. Paham desain dan relasi antar database pada transaksi keuangan 3. Sertifikasi Dynamics 365 (misalnya MB-310: Microsoft Dynamics 365 Finance) jadi nilai tambah 4. Familiar dalam konfigurasi modul finance dan accounting 5. Pengalaman integrasi dengan modul lain (Procurement, Sales, Inventory, Project Management). 6. Mengerti end-to-end process: dari transaksi harian → closing → reporting (P&L, Balance Sheet, Cash Flow) 7. Paham tax compliance (PPh, PPN, withholding tax) sesuai regulasi Indonesia 8. Berpengalaman dalam financial consolidation & multi-currency","business system analyst depok tidak ada tools spesifik jurusan lainnya data & technology full requirment : 1. pengalaman implementasi erp finance & accounting (project end to end), minimal 3 tahun 2. paham desain dan relasi antar database pada transaksi keuangan 3. sertifikasi dynamics 365 (misalnya mb-310: microsoft dynamics 365 finance) jadi nilai tambah 4. familiar dalam konfigurasi modul finance dan accounting 5. pengalaman integrasi dengan modul lain (procurement, sales, inventory, project management). 6. mengerti end-to-end process: dari transaksi harian → closing → reporting (p&l, balance sheet, cash flow) 7. paham tax compliance (pph, ppn, withholding tax) sesuai regulasi indonesia 8. berpengalaman dalam financial consolidation & multi-currency jobdesk : 1. pengalaman implementasi erp finance & accounting (project end to end), minimal 3 tahun 2. paham desain dan relasi antar database pada transaksi keuangan 3. sertifikasi dynamics 365 (misalnya mb-310: microsoft dynamics 365 finance) jadi nilai tambah 4. familiar dalam konfigurasi modul finance dan accounting 5. pengalaman integrasi dengan modul lain (procurement, sales, inventory, project management). 6. mengerti end-to-end process: dari transaksi harian → closing → reporting (p&l, balance sheet, cash flow) 7. paham tax compliance (pph, ppn, withholding tax) sesuai regulasi indonesia 8. berpengalaman dalam financial consolidation & multi-currency"
494,WireHire,Jakarta Lainnya,Go,Other,"We are seeking a seasoned ERPNext Functional Analyst to join our team and contribute to delivering exceptional ERP solutions. If you are passionate about analyzing business needs, designing ERPNext systems, and driving successful implementations, we invite you to apply. Responsibilities Requirement Analysis : Lead or actively participate in workshops to gather and analyze client business requirements, focusing on sales, purchasing, and inventory/warehouse management. Solution Design : Design ERPNext configurations and process flows to effectively address the identified business needs. Documentation : Develop comprehensive documentation, including requirements, process maps, and flowcharts, to support the solution. User Acceptance Testing (UAT) : Prepare and facilitate UAT to ensure solutions meet client expectations prior to deployment. Training and Go-Live Support : Conduct training sessions to ensure smooth transitions and successful Go-Live for client businesses. Qualifications Experience : A minimum of 5 years of ERP implementation experience, including at least 2 years specializing in ERPNext, with involvement in 3+ full-cycle ERPNext projects. Domain Knowledge : Strong understanding of purchasing, sales, and inventory/warehouse management within ERPNext. Analytical Skills : Proven ability to analyze complex business processes and recommend optimal ERPNext configurations and designs. Implementation Expertise : Solid understanding of ERP implementation best practices and the Software Development Life Cycle (SDLC). Communication Skills : Excellent verbal and written communication skills in both English and Bahasa, including the ability to deliver effective presentations.","erpnext functional analyst jakarta lainnya go jurusan lainnya other we are seeking a seasoned erpnext functional analyst to join our team and contribute to delivering exceptional erp solutions. if you are passionate about analyzing business needs, designing erpnext systems, and driving successful implementations, we invite you to apply. responsibilities requirement analysis : lead or actively participate in workshops to gather and analyze client business requirements, focusing on sales, purchasing, and inventory/warehouse management. solution design : design erpnext configurations and process flows to effectively address the identified business needs. documentation : develop comprehensive documentation, including requirements, process maps, and flowcharts, to support the solution. user acceptance testing (uat) : prepare and facilitate uat to ensure solutions meet client expectations prior to deployment. training and go-live support : conduct training sessions to ensure smooth transitions and successful go-live for client businesses. qualifications experience : a minimum of 5 years of erp implementation experience, including at least 2 years specializing in erpnext, with involvement in 3+ full-cycle erpnext projects. domain knowledge : strong understanding of purchasing, sales, and inventory/warehouse management within erpnext. analytical skills : proven ability to analyze complex business processes and recommend optimal erpnext configurations and designs. implementation expertise : solid understanding of erp implementation best practices and the software development life cycle (sdlc). communication skills : excellent verbal and written communication skills in both english and bahasa, including the ability to deliver effective presentations."
495,PT. Tirtamas Coldstorindo Logistik,Sidoarjo,Tidak ada tools spesifik,Business & Product,"Info Terbaru Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 di PT TIRTAMAS COLDSTORINDO LOGISTIK . Salam Sukses untuk sobat yang sedang berburu pekerjaan. Semoga tidak menyerah untuk mencari pekerjaan yang cocok dengan spesialisasi Anda. Memang kadang mencari pekerjaan yang sesuai sangatlah susah di tahun 2025 ini. Pada kesempatan ini admin akan memberikan informasi Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 di PT TIRTAMAS COLDSTORINDO LOGISTIK. Berikut ini informasi lebih detail mengenai Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK. Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK Berikut ini adalah ketentuan yang harus Anda penuhi untuk memenuhi Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK yang dibuka pada bulan Oktober 2025 ini: Job Descriptions : Melakukan analisa dan desain aplikasi sesuai SOP & bisnis proses Perusahaan Desain user interface/experience (UIUX), desain solusi sistem. Melakukan testing SDLC yang berlaku. Mengevaluasi semua aplikasi terintegrasi dalam sistem. Melakukan pengembangan digitalisasi berskala enterprise, termasuk di dalamnya kemampuan untuk melakukan analisa dan desain sampai dengan implementasi, dengan mengacu ke metode pengembangan system yang tersedia (SDLC) seperti Waterfall, Agile, Scrum, Design Thinking, dll. Minimum Qualifications: Job Requirements: Minimal S1 Teknik Komputer, Management Informatika, Sistem Informasi, Teknik Informatika dan jurusan yang sejenis Minimal pengalaman 3 tahun di bidang sistem analys/project support/ product development Menguasai konsep dasar programming (nilai plus) Menguasai teknik analisa dan desain solusi (misal: desain UI/UX). Memiliki pengetahuan terkait bisnis proses bidang logistik Inovasi, komunikatif, problem solving dan analitis Established in 2020, PT. Tirtamas Coldstorindo Logistik ( TCL ) is a dynamic specialist on Cold Logistic developer and Service Provider. We believe that one-stop modern cold-logistic infrastructure is the only way for Cost efficiency, High Quality Service and Reliability. PT. TCL is committed to continuously growing in a sustainable manner, together with our customer, employee and all Stakeholders Hanya pendaftar yang memenuhi kualifikasi di atas yang akan dipanggil untuk melakukan tes lanjutan. Untuk itu jika Anda berminat dan memenuhi pelamar Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK di atas, silahkan kirimkan lamaran Anda sebelum closing date. Demikian kabar Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK yang dapat kami sampaikan. Semoga informasi lowongan kerja hari ini membantu Anda sekalian yang sedang mencari pekerjaan. Jika Info lowongan kerja di atas tidak pas dengan minat Anda, tidak ada salahnya untuk membaca informasi lowongan kerja lainnya di bawah ini. Akhir kata kami ucapkan kam sia sudah mengunjungi website ini, jangan lupa untuk membagikan informasi bermanfaat ini melalui social media. Selamat mencari kerja dan berkarya! Jika sahabat berminat mendaftar Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK , segera siapkan persyaratan dan dokumen yang dibutuhkan untuk mengisi Lowongan Kerja Senior Business Analyst Sidoarjo Oktober 2025 PT TIRTAMAS COLDSTORINDO LOGISTIK tersebut. Silakan klik tombol ""Kirim Lamaran"" di bawah ini. Kirim Lamaran","lowongan kerja senior business analyst sidoarjo tidak ada tools spesifik computer science, informatics engineering, information systems, management business & product info terbaru lowongan kerja senior business analyst sidoarjo oktober 2025 di pt tirtamas coldstorindo logistik . salam sukses untuk sobat yang sedang berburu pekerjaan. semoga tidak menyerah untuk mencari pekerjaan yang cocok dengan spesialisasi anda. memang kadang mencari pekerjaan yang sesuai sangatlah susah di tahun 2025 ini. pada kesempatan ini admin akan memberikan informasi lowongan kerja senior business analyst sidoarjo oktober 2025 di pt tirtamas coldstorindo logistik. berikut ini informasi lebih detail mengenai lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik. lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik berikut ini adalah ketentuan yang harus anda penuhi untuk memenuhi lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik yang dibuka pada bulan oktober 2025 ini: job descriptions : melakukan analisa dan desain aplikasi sesuai sop & bisnis proses perusahaan desain user interface/experience (uiux), desain solusi sistem. melakukan testing sdlc yang berlaku. mengevaluasi semua aplikasi terintegrasi dalam sistem. melakukan pengembangan digitalisasi berskala enterprise, termasuk di dalamnya kemampuan untuk melakukan analisa dan desain sampai dengan implementasi, dengan mengacu ke metode pengembangan system yang tersedia (sdlc) seperti waterfall, agile, scrum, design thinking, dll. minimum qualifications: job requirements: minimal s1 teknik komputer, management informatika, sistem informasi, teknik informatika dan jurusan yang sejenis minimal pengalaman 3 tahun di bidang sistem analys/project support/ product development menguasai konsep dasar programming (nilai plus) menguasai teknik analisa dan desain solusi (misal: desain ui/ux). memiliki pengetahuan terkait bisnis proses bidang logistik inovasi, komunikatif, problem solving dan analitis established in 2020, pt. tirtamas coldstorindo logistik ( tcl ) is a dynamic specialist on cold logistic developer and service provider. we believe that one-stop modern cold-logistic infrastructure is the only way for cost efficiency, high quality service and reliability. pt. tcl is committed to continuously growing in a sustainable manner, together with our customer, employee and all stakeholders hanya pendaftar yang memenuhi kualifikasi di atas yang akan dipanggil untuk melakukan tes lanjutan. untuk itu jika anda berminat dan memenuhi pelamar lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik di atas, silahkan kirimkan lamaran anda sebelum closing date. demikian kabar lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik yang dapat kami sampaikan. semoga informasi lowongan kerja hari ini membantu anda sekalian yang sedang mencari pekerjaan. jika info lowongan kerja di atas tidak pas dengan minat anda, tidak ada salahnya untuk membaca informasi lowongan kerja lainnya di bawah ini. akhir kata kami ucapkan kam sia sudah mengunjungi website ini, jangan lupa untuk membagikan informasi bermanfaat ini melalui social media. selamat mencari kerja dan berkarya! jika sahabat berminat mendaftar lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik , segera siapkan persyaratan dan dokumen yang dibutuhkan untuk mengisi lowongan kerja senior business analyst sidoarjo oktober 2025 pt tirtamas coldstorindo logistik tersebut. silakan klik tombol ""kirim lamaran"" di bawah ini. kirim lamaran"
